State,Zip,Age,Sex,MaritalDesc,CitizenDesc,Hispanic/Latino,RaceDesc,Employment Status,Department,Position,Pay Rate,Manager Name,Employee Source,Performance Score,Work Experience
MA,2050,35,Female,Divorced,US Citizen,No,Two or more races,Active,Production       ,Production Technician I,14.0,Kissy Sullivan,Word of Mouth,Fully Meets,4861
MA,2301,32,Male,Married,US Citizen,No,Asian,Active,Production       ,Production Technician I,22.0,Kelley Spirea,On-campus Recruiting,Fully Meets,3727
MA,2747,35,Male,Married,US Citizen,Yes,White,Active,Production       ,Production Technician I,19.0,Michael Albert,Word of Mouth,90-day meets,3405
MA,2718,49,Female,Single,Eligible NonCitizen,No,Asian,Active,Production       ,Production Technician I,14.0,Elijiah Gray,Glassdoor,Fully Meets,4372
MA,1801,42,Female,Married,Non-Citizen,No,Two or more races,Voluntarily Terminated,Production       ,Production Technician I,15.0,Webster Butler,Diversity Job Fair,Fully Meets,1435
MA,2066,52,Female,Single,US Citizen,No,White,Voluntarily Terminated,Production       ,Production Technician I,20.0,Amy Dunn,Billboard,N/A- too early to review,62
MA,1876,34,Female,Divorced,US Citizen,No,White,Voluntarily Terminated,Production       ,Production Technician I,20.0,Ketsia Liebig,Social Networks - Facebook Twitter etc,90-day meets,123
MA,2093,50,Female,Divorced,US Citizen,No,Black or African American,Active,Production       ,Production Technician I,24.0,Brannon Miller,Billboard,Fully Meets,4091
MA,2021,34,Female,Single,US Citizen,No,White,Active,Production       ,Production Technician I,22.0,David Stanley,Professional Society,N/A- too early to review,3727
MA,2171,30,Male,Divorced,US Citizen,No,White,Voluntarily Terminated,Production       ,Production Technician I,19.0,Kissy Sullivan,Information Session,Exceeds,1271
MA,2747,31,Female,Married,US Citizen,No,White,Terminated for Cause,Production       ,Production Technician I,21.0,Kelley Spirea,Social Networks - Facebook Twitter etc,Exceeds,1596
MA,2124,32,Female,Single,US Citizen,No,White,Future Start,Production       ,Production Technician I,20.0,Michael Albert,Newspager/Magazine,N/A- too early to review,3225
MA,1887,37,Female,Single,US Citizen,No,White,Voluntarily Terminated,Production       ,Production Technician I,15.0,Elijiah Gray,Monster.com,Needs Improvement,1114
MA,2030,30,Male,Single,US Citizen,Yes,White,Voluntarily Terminated,Production       ,Production Technician I,23.0,Webster Butler,Newspager/Magazine,90-day meets,124
MA,2324,52,Male,Married,Eligible NonCitizen,No,White,Voluntarily Terminated,Production       ,Production Technician I,21.0,Amy Dunn,Website Banner Ads,Fully Meets,1575
MA,2109,48,Female,Single,US Citizen,Yes,Two or more races,Voluntarily Terminated,Production       ,Production Technician I,16.0,Ketsia Liebig,Diversity Job Fair,Fully Meets,1264
MA,2458,35,Female,Single,US Citizen,No,Asian,Voluntarily Terminated,Production       ,Production Technician I,22.0,Brannon Miller,Search Engine - Google Bing Yahoo,PIP,2583
MA,1730,39,Female,widowed,US Citizen,No,Asian,Active,Production       ,Production Technician I,15.0,David Stanley,On-campus Recruiting,Fully Meets,3504
MA,1810,29,Female,Married,US Citizen,No,White,Voluntarily Terminated,Production       ,Production Technician II,29.0,Kissy Sullivan,Newspager/Magazine,90-day meets,447
MA,2145,51,Female,Married,US Citizen,No,White,Future Start,Production       ,Production Technician II,27.0,Kelley Spirea,Employee Referral,Exceeds,2843
MA,2171,27,Female,Single,US Citizen,No,White,Active,Production       ,Production Technician II,27.0,Michael Albert,Monster.com,Needs Improvement,4778
MA,2210,51,Female,Single,US Citizen,No,White,Voluntarily Terminated,Production       ,Production Technician II,26.0,Elijiah Gray,Search Engine - Google Bing Yahoo,90-day meets,1179
MA,1013,34,Male,Single,US Citizen,No,White,Active,Production       ,Production Technician II,22.0,Webster Butler,Word of Mouth,Fully Meets,3504
MA,2148,37,Female,Single,US Citizen,No,Black or African American,Active,Production       ,Production Technician II,25.0,Amy Dunn,Employee Referral,Fully Meets,4441
MA,1890,40,Male,Married,US Citizen,No,White,Active,Production       ,Production Technician II,26.0,Ketsia Liebig,Careerbuilder,Fully Meets,4778
MA,1752,36,Female,Married,US Citizen,No,White,Voluntarily Terminated,Production       ,Production Technician II,25.0,Brannon Miller,Word of Mouth,90-day meets,602
MA,2169,39,Male,Married,US Citizen,No,White,Voluntarily Terminated,Production       ,Production Technician II,26.0,David Stanley,Other,Fully Meets,392
MA,2458,38,Male,Single,Eligible NonCitizen,No,Two or more races,Active,Production       ,Production Technician II,25.0,Kissy Sullivan,Newspager/Magazine,90-day meets,4560
MA,2343,66,Female,Separated,US Citizen,No,Black or African American,Voluntarily Terminated,Production       ,Production Technician II,29.0,Kelley Spirea,Search Engine - Google Bing Yahoo,Fully Meets,1675
MA,2133,28,Female,Separated,US Citizen,No,White,Active,Production       ,Production Technician II,24.0,Michael Albert,Pay Per Click - Google,PIP,3588
MA,1824,39,Female,Married,US Citizen,No,Black or African American,Active,Production       ,Production Technician II,27.0,Elijiah Gray,Professional Society,Fully Meets,3588
MA,2324,30,Female,Single,US Citizen,No,Black or African American,Active,Production       ,Production Technician II,24.0,Webster Butler,Newspager/Magazine,Fully Meets,3727
MA,2143,36,Male,Single,US Citizen,Yes,White,Voluntarily Terminated,Production       ,Production Technician II,29.0,Amy Dunn,Social Networks - Facebook Twitter etc,Fully Meets,770
MA,2170,34,Female,Married,US Citizen,No,White,Voluntarily Terminated,Production       ,Production Technician II,24.0,Ketsia Liebig,Word of Mouth,Fully Meets,280
MA,2128,53,Male,Married,US Citizen,No,Black or African American,Voluntarily Terminated,Production       ,Production Technician II,29.0,Brannon Miller,Diversity Job Fair,PIP,399
MA,1886,31,Female,Married,US Citizen,No,White,Leave of Absence,Production       ,Production Technician II,24.25,David Stanley,Professional Society,Fully Meets,3644
MA,1824,34,Female,Separated,US Citizen,No,American Indian or Alaska Native,Leave of Absence,Production       ,Production Technician II,27.0,Kissy Sullivan,Word of Mouth,Fully Meets,3868
MA,2155,29,Male,Single,US Citizen,Yes,White,Active,Production       ,Production Technician II,24.0,Kelley Spirea,Newspager/Magazine,Fully Meets,3825
MA,2021,45,Female,Single,US Citizen,No,White,Voluntarily Terminated,Production       ,Production Technician II,24.0,Kelley Spirea,Monster.com,Fully Meets,770
MA,2445,33,Female,Married,Non-Citizen,No,White,Voluntarily Terminated,Production       ,Production Technician II,28.0,Michael Albert,Glassdoor,Fully Meets,236
MA,2021,33,Female,Single,US Citizen,No,White,Future Start,Production       ,Production Technician II,25.0,Elijiah Gray,Vendor Referral,N/A- too early to review,2888
MA,2351,25,Female,Separated,US Citizen,No,White,Future Start,Production       ,Production Technician II,28.0,Webster Butler,Other,N/A- too early to review,3255
MA,1742,41,Female,Divorced,US Citizen,No,White,Voluntarily Terminated,Production       ,Production Technician II,23.0,Amy Dunn,Search Engine - Google Bing Yahoo,Fully Meets,769
MA,1821,31,Female,Divorced,US Citizen,No,American Indian or Alaska Native,Active,Production       ,Production Technician II,22.5,Ketsia Liebig,MBTA ads,Exceeds,4686
MA,2128,48,Female,Single,US Citizen,No,White,Active,Production       ,Production Technician II,25.0,Brannon Miller,Professional Society,Exceptional,3588
MA,2090,38,Female,Divorced,US Citizen,No,Asian,Voluntarily Terminated,Production       ,Production Technician II,22.0,David Stanley,Glassdoor,Fully Meets,447
MA,2126,33,Male,Married,US Citizen,No,White,Voluntarily Terminated,Production       ,Production Technician II,28.0,Kissy Sullivan,Word of Mouth,Fully Meets,378
MA,1770,38,Male,Married,US Citizen,No,White,Leave of Absence,Production       ,Production Technician II,22.0,Kelley Spirea,Information Session,Fully Meets,3952
MA,2122,41,Female,widowed,US Citizen,No,White,Voluntarily Terminated,Production       ,Production Technician II,24.0,Michael Albert,On-campus Recruiting,N/A- too early to review,69
MA,2324,35,Female,Single,US Citizen,No,Black or African American,Active,Production       ,Production Technician II,26.1,Elijiah Gray,Glassdoor,Exceeds,3910
MA,2324,41,Female,Married,US Citizen,No,White,Future Start,Production       ,Production Technician II,23.0,Webster Butler,Vendor Referral,N/A- too early to review,2914
MA,2176,31,Female,Married,US Citizen,No,Two or more races,Voluntarily Terminated,Production       ,Production Technician II,23.0,Amy Dunn,Newspager/Magazine,N/A- too early to review,45
MA,2149,30,Female,Single,US Citizen,No,White,Active,Production       ,Production Technician II,26.0,Ketsia Liebig,Newspager/Magazine,N/A- too early to review,3322
MA,2472,32,Male,Single,US Citizen,No,White,Voluntarily Terminated,Production       ,Production Technician II,25.0,Brannon Miller,MBTA ads,PIP,1116
MA,1450,25,Male,Married,US Citizen,No,White,Active,Production       ,Production Technician II,27.0,David Stanley,Professional Society,Fully Meets,4560
MA,2126,47,Female,Single,US Citizen,No,Black or African American,Active,Production       ,Production Technician II,25.0,Kissy Sullivan,Billboard,Exceptional,4008
MA,2127,41,Male,Single,US Citizen,No,Hispanic,Leave of Absence,Production       ,Production Technician II,26.0,Kelley Spirea,Diversity Job Fair,Fully Meets,4497
MA,1460,43,Male,Separated,US Citizen,No,Black or African American,Active,Production       ,Production Technician II,29.0,Michael Albert,On-campus Recruiting,Fully Meets,4008
MA,1040,32,Female,Single,US Citizen,No,White,Active,Production       ,Production Technician II,26.39,Elijiah Gray,Glassdoor,Fully Meets,3461
MA,2492,65,Female,Married,US Citizen,No,Asian,Voluntarily Terminated,Production       ,Production Technician II,25.0,Webster Butler,Newspager/Magazine,90-day meets,462
MA,2472,28,Female,Married,US Citizen,No,Asian,Voluntarily Terminated,Production       ,Production Technician II,28.0,Amy Dunn,Monster.com,N/A- too early to review,72
MA,1886,31,Female,Married,US Citizen,No,White,Voluntarily Terminated,Production       ,Production Technician II,29.0,Ketsia Liebig,Pay Per Click - Google,Exceeds,264
MA,2050,38,Female,Married,Eligible NonCitizen,No,Asian,Active,Production       ,Production Technician II,26.0,Brannon Miller,MBTA ads,Fully Meets,4414
MA,1902,36,Female,Divorced,Eligible NonCitizen,No,White,Voluntarily Terminated,Production       ,Production Technician II,26.0,David Stanley,Search Engine - Google Bing Yahoo,N/A- too early to review,26
MA,2138,45,Male,Married,US Citizen,No,White,Voluntarily Terminated,Production       ,Production Technician II,22.0,Kissy Sullivan,Glassdoor,Fully Meets,218
MA,2062,31,Male,Married,US Citizen,No,White,Active,Production       ,Production Technician II,29.0,Kelley Spirea,Monster.com,Fully Meets,4995
MA,1851,30,Female,Single,US Citizen,No,White,Voluntarily Terminated,Production       ,Production Technician II,23.0,Michael Albert,Monster.com,Fully Meets,1989
MA,2045,54,Male,Single,US Citizen,No,White,Active,Production       ,Production Technician II,22.0,Elijiah Gray,Pay Per Click - Google,Exceeds,3504
MA,2129,64,Female,Married,US Citizen,No,White,Voluntarily Terminated,Production       ,Production Technician II,28.75,Elijiah Gray,Search Engine - Google Bing Yahoo,Fully Meets,419
MA,2472,42,Male,widowed,US Citizen,No,White,Voluntarily Terminated,Production       ,Production Technician II,23.0,Webster Butler,Pay Per Click - Google,Fully Meets,1162
MA,1778,32,Female,Single,US Citizen,No,White,Voluntarily Terminated,Production       ,Production Technician II,22.0,Amy Dunn,Vendor Referral,Fully Meets,538
MA,2459,41,Male,Single,US Citizen,No,Black or African American,Active,Production       ,Production Technician II,22.0,Ketsia Liebig,Employee Referral,Fully Meets,3546
MA,2045,59,Male,Single,US Citizen,No,White,Voluntarily Terminated,Production       ,Production Technician II,29.0,Brannon Miller,Professional Society,Exceeds,1140
MA,2302,32,Female,Single,US Citizen,No,White,Active,Production       ,Production Technician II,22.0,David Stanley,Newspager/Magazine,Fully Meets,3504
MA,1810,32,Male,Single,US Citizen,No,White,Active,Production       ,Production Technician II,24.25,Kissy Sullivan,Vendor Referral,Fully Meets,3588
MA,2330,42,Male,Married,US Citizen,No,White,Active,Sales,Area Sales Manager,55.0,Lynn Daneault,Employee Referral,Fully Meets,3504
VA,21851,53,Female,Married,Eligible NonCitizen,No,Black or African American,Voluntarily Terminated,Sales,Area Sales Manager,55.0,John Smith,Social Networks - Facebook Twitter etc,Fully Meets,1083
VT,5664,54,Female,Single,US Citizen,No,White,Active,Sales,Area Sales Manager,55.0,John Smith,Billboard,Fully Meets,3546
CA,90007,29,Female,Single,US Citizen,No,White,Active,Sales,Area Sales Manager,55.0,Lynn Daneault,Other,Exceeds,4861
WA,98052,30,Female,Single,US Citizen,Yes,White,Active,Sales,Area Sales Manager,55.0,John Smith,Website Banner Ads,PIP,4455
NH,3062,29,Male,Married,US Citizen,No,American Indian or Alaska Native,Active,Sales,Area Sales Manager,56.0,John Smith,Pay Per Click - Google,Fully Meets,3546
CT,6050,54,Male,Single,US Citizen,No,Black or African American,Active,Sales,Area Sales Manager,55.0,Lynn Daneault,Monster.com,Fully Meets,4623
NY,10171,48,Male,Single,US Citizen,Yes,Two or more races,Active,Sales,Area Sales Manager,55.5,John Smith,Diversity Job Fair,Fully Meets,4805
OH,43050,46,Female,widowed,US Citizen,No,Black or African American,Terminated for Cause,Sales,Area Sales Manager,55.0,John Smith,Monster.com,Fully Meets,425
IN,46204,28,Female,Single,US Citizen,No,White,Active,Sales,Area Sales Manager,55.0,Lynn Daneault,Pay Per Click - Google,90-day meets,3363
ID,83706,63,Male,Married,US Citizen,No,White,Active,Sales,Area Sales Manager,55.5,John Smith,Monster.com,Fully Meets,3644
TN,37129,48,Male,Single,US Citizen,No,Two or more races,Voluntarily Terminated,Sales,Area Sales Manager,55.0,John Smith,Newspager/Magazine,Fully Meets,1334
NV,89139,43,Male,Married,US Citizen,No,White,Active,Sales,Area Sales Manager,56.0,Lynn Daneault,Website Banner Ads,PIP,3644
CO,80820,38,Male,Single,US Citizen,No,White,Active,Sales,Area Sales Manager,55.0,Lynn Daneault,Pay Per Click - Google,Fully Meets,3910
UT,84111,29,Male,Separated,US Citizen,No,Black or African American,Active,Sales,Area Sales Manager,55.0,John Smith,Website Banner Ads,Fully Meets,4386
TX,78207,47,Male,Single,Eligible NonCitizen,No,Black or African American,Active,Sales,Area Sales Manager,56.0,Lynn Daneault,Employee Referral,Fully Meets,4372
TX,78789,33,Male,Married,US Citizen,No,Two or more races,Future Start,Sales,Area Sales Manager,55.0,Lynn Daneault,Website Banner Ads,N/A- too early to review,2858
AL,36006,42,Male,Single,US Citizen,No,Two or more races,Active,Sales,Area Sales Manager,55.0,John Smith,Internet Search,Needs Improvement,3504
GA,30428,28,Female,Single,US Citizen,No,Two or more races,Active,Sales,Area Sales Manager,55.0,Lynn Daneault,Pay Per Click - Google,Fully Meets,3952
FL,33174,27,Female,Single,US Citizen,Yes,White,Active,Sales,Area Sales Manager,57.0,Lynn Daneault,Pay Per Click - Google,Fully Meets,3868
NC,27229,35,Male,Single,US Citizen,No,White,Active,Sales,Area Sales Manager,55.0,John Smith,Website Banner Ads,90-day meets,3405
KY,40220,29,Female,Married,US Citizen,No,Black or African American,Active,Sales,Area Sales Manager,55.0,Lynn Daneault,Website Banner Ads,Fully Meets,4497
ND,58782,50,Male,Separated,US Citizen,No,White,Active,Sales,Area Sales Manager,55.0,Lynn Daneault,Billboard,Exceeds,6688
MT,59102,28,Female,Married,US Citizen,No,Black or African American,Active,Sales,Area Sales Manager,54.0,John Smith,Professional Society,Fully Meets,4967
OR,97756,52,Female,Single,US Citizen,No,Black or African American,Active,Sales,Area Sales Manager,55.0,Lynn Daneault,Monster.com,Fully Meets,3504
AZ,85006,26,Female,Married,US Citizen,No,Two or more races,Active,Sales,Area Sales Manager,55.0,John Smith,Other,Fully Meets,4686
ME,4063,28,Male,Single,US Citizen,No,Asian,Active,Sales,Area Sales Manager,56.0,John Smith,Website Banner Ads,Fully Meets,4441
RI,2908,51,Female,Married,US Citizen,No,White,Active,Sales,Director of Sales,60.0,Janet King,MBTA ads,Fully Meets,3651
VT,5473,27,Female,Single,US Citizen,No,White,Active,Sales,Sales Manager,54.0,Debra Houlihan,Pay Per Click - Google,Fully Meets,3651
PA,19444,28,Female,Single,US Citizen,No,White,Voluntarily Terminated,Sales,Sales Manager,60.25,Debra Houlihan,Social Networks - Facebook Twitter etc,Fully Meets,898
MA,1886,33,Male,Divorced,US Citizen,No,Black or African American,Active,Sales,Sales Manager,56.0,Debra Houlihan,Diversity Job Fair,Needs Improvement,3638
MA,2110,38,Female,Single,US Citizen,No,White,Active,Software Engineering,Software Engineer,47.6,Alex Sweetwater,Vendor Referral,Fully Meets,3461
MA,2132,30,Female,Single,US Citizen,No,White,Active,Software Engineering,Software Engineer,56.0,Alex Sweetwater,Pay Per Click - Google,90-day meets,3825
MA,2176,38,Female,Single,US Citizen,No,Black or African American,Active,Software Engineering,Software Engineer,57.12,Alex Sweetwater,Monster.com,90-day meets,4497
MA,1749,30,Female,Married,US Citizen,No,Black or African American,Terminated for Cause,Software Engineering,Software Engineer,48.5,Alex Sweetwater,Billboard,Needs Improvement,765
MA,2135,30,Female,Separated,US Citizen,No,Asian,Active,Software Engineering,Software Engineer,55.51,Alex Sweetwater,Search Engine - Google Bing Yahoo,Fully Meets,3825
MA,1844,38,Male,Single,US Citizen,No,Asian,Voluntarily Terminated,Software Engineering,Software Engineer,52.25,Alex Sweetwater,Diversity Job Fair,Exceeds,1399
MA,2132,31,Female,Married,US Citizen,No,White,Active,Software Engineering,Software Engineer,49.25,Alex Sweetwater,Pay Per Click - Google,Fully Meets,4196
MA,2140,34,Male,Single,US Citizen,No,White,Active,Software Engineering,Software Engineer,48.0,Alex Sweetwater,MBTA ads,Exceptional,3588
MA,2451,34,Male,Single,Non-Citizen,No,Black or African American,Voluntarily Terminated,Software Engineering,Software Engineer,45.42,Alex Sweetwater,Diversity Job Fair,Fully Meets,420
MA,2184,51,Male,Single,US Citizen,No,White,Active,Software Engineering     ,Software Engineering Manager,27.0,Jennifer Zamora,Search Engine - Google Bing Yahoo,Fully Meets,4645
